driver,vehicle,speed,acceleration,weight,handling
Cheep Cheep,Ribbit Revster,9,12,8,11
Cheep Cheep,Roadster Royale,9,12,8,11
Cheep Cheep,B Dasher,9,12,8,11
Cheep Cheep,Bumble V,9,12,8,11
Cheep Cheep,Carpet Flyer,9,12,8,11
Cheep Cheep,Cloud 9,9,12,8,11
Cheep Cheep,Funky Dorrie,9,13,9,9
Cheep Cheep,Big Horn,10,10,10,10
Cheep Cheep,Billdozer,10,10,10,10
Cheep Cheep,W-Twin Chopper,10,11,7,12
Cheep Cheep,Rallygator,10,11,11,8
Cheep Cheep,Chargin' Truck,11,9,10,10
Cheep Cheep,Tiny Titan,11,9,10,10
Cheep Cheep,Li'l Dumpy,11,9,10,10
Cheep Cheep,Mecha Trike,11,9,10,10
Cheep Cheep,Bowser Bruiser,11,9,10,10
Cheep Cheep,Reel Racer,11,10,8,11
Cheep Cheep,Lobster Roller,11,10,11,8
Cheep Cheep,Junkyard Hog,11,11,9,9
Cheep Cheep,Stellar Sled,12,8,10,10
Stingby,Standard Bike,4,17,5,14
Stingby,Cute Scoot,4,17,5,14
Stingby,Tune Thumper,4,17,5,14
Stingby,Rally Bike,5,16,5,14
Stingby,Hyper Pipe,5,16,5,14
Stingby,Fin Twin,5,16,5,14
Stingby,Dolphin Dasher,5,16,5,14
Stingby,Pipe Frame,5,16,6,13
Stingby,Mach Rocket,6,15,5,14
Stingby,R.O.B. H.O.G.,6,15,5,14
Stingby,Biddybuggy,6,15,6,13
Stingby,Baby Blooper,7,14,6,13
Stingby,Loco Moto,7,14,6,13
Stingby,Standard Kart,8,13,7,12
Stingby,Plushbuggy,8,13,7,12
Stingby,Blastronaut III,8,14,8,10
Stingby,Dread Sled,9,11,8,12
Stingby,Rally Kart,9,12,8,11
Stingby,Zoom Buggy,9,12,8,11
Stingby,Hot Rod,9,12,8,11
Stingby,Ribbit Revster,9,12,8,11
Stingby,Roadster Royale,9,12,8,11
Stingby,B Dasher,9,12,8,11
Stingby,Bumble V,9,12,8,11
Stingby,Carpet Flyer,9,12,8,11
Stingby,Cloud 9,9,12,8,11
Stingby,Funky Dorrie,9,13,9,9
Stingby,Big Horn,10,10,10,10
Stingby,Billdozer,10,10,10,10
Stingby,W-Twin Chopper,10,11,7,12
Stingby,Rallygator,10,11,11,8
Stingby,Chargin' Truck,11,9,10,10
Stingby,Tiny Titan,11,9,10,10
Stingby,Li'l Dumpy,11,9,10,10
Stingby,Mecha Trike,11,9,10,10
Stingby,Bowser Bruiser,11,9,10,10
Stingby,Reel Racer,11,10,8,11
Stingby,Lobster Roller,11,10,11,8
Stingby,Junkyard Hog,11,11,9,9
Stingby,Stellar Sled,12,8,10,10
Peach,Standard Bike,5,16,6,13
Peach,Cute Scoot,5,16,6,13
Peach,Tune Thumper,5,16,6,13
Peach,Rally Bike,6,15,6,13
Peach,Hyper Pipe,6,15,6,13
Peach,Fin Twin,6,15,6,13
Peach,Dolphin Dasher,6,15,6,13
Peach,Pipe Frame,6,15,7,12
Peach,Mach Rocket,7,14,6,13
Peach,R.O.B. H.O.G.,7,14,6,13
Peach,Biddybuggy,7,14,7,12
Peach,Baby Blooper,8,13,7,12
Peach,Loco Moto,8,13,7,12
Peach,Standard Kart,9,12,8,11
Peach,Plushbuggy,9,12,8,11
Peach,Blastronaut III,9,13,9,9
Peach,Dread Sled,10,10,9,11
Peach,Rally Kart,10,11,9,10
Peach,Zoom Buggy,10,11,9,10
Peach,Hot Rod,10,11,9,10
Peach,Ribbit Revster,10,11,9,10
Peach,Roadster Royale,10,11,9,10
Peach,B Dasher,10,11,9,10
Peach,Bumble V,10,11,9,10
Peach,Carpet Flyer,10,11,9,10
Peach,Cloud 9,10,11,9,10
Peach,Funky Dorrie,10,12,10,8
Peach,Big Horn,11,9,11,9
Peach,Billdozer,11,9,11,9
Peach,W-Twin Chopper,11,10,8,11
Peach,Rallygator,11,10,12,7
Peach,Chargin' Truck,12,8,11,9
Peach,Tiny Titan,12,8,11,9
Peach,Li'l Dumpy,12,8,11,9
Peach,Mecha Trike,12,8,11,9
Peach,Bowser Bruiser,12,8,11,9
Peach,Reel Racer,12,9,9,10
Peach,Lobster Roller,12,9,12,7
Peach,Junkyard Hog,12,10,10,8
Peach,Stellar Sled,13,7,11,9
Daisy,Standard Bike,5,16,6,13
Daisy,Cute Scoot,5,16,6,13
Daisy,Tune Thumper,5,16,6,13
Daisy,Rally Bike,6,15,6,13
Daisy,Hyper Pipe,6,15,6,13
Daisy,Fin Twin,6,15,6,13
Daisy,Dolphin Dasher,6,15,6,13
Daisy,Pipe Frame,6,15,7,12
Daisy,Mach Rocket,7,14,6,13
Daisy,R.O.B. H.O.G.,7,14,6,13
Daisy,Biddybuggy,7,14,7,12
Daisy,Baby Blooper,8,13,7,12
Daisy,Loco Moto,8,13,7,12
Daisy,Standard Kart,9,12,8,11
Daisy,Plushbuggy,9,12,8,11
Daisy,Blastronaut III,9,13,9,9
Daisy,Dread Sled,10,10,9,11
Daisy,Rally Kart,10,11,9,10
Daisy,Zoom Buggy,10,11,9,10
Daisy,Hot Rod,10,11,9,10
Daisy,Ribbit Revster,10,11,9,10
Daisy,Roadster Royale,10,11,9,10
Daisy,B Dasher,10,11,9,10
Daisy,Bumble V,10,11,9,10
Daisy,Carpet Flyer,10,11,9,10
Daisy,Cloud 9,10,11,9,10
Daisy,Funky Dorrie,10,12,10,8
Daisy,Big Horn,11,9,11,9
Daisy,Billdozer,11,9,11,9
Daisy,W-Twin Chopper,11,10,8,11
Daisy,Rallygator,11,10,12,7
Daisy,Chargin' Truck,12,8,11,9
Daisy,Tiny Titan,12,8,11,9
Daisy,Li'l Dumpy,12,8,11,9
Daisy,Mecha Trike,12,8,11,9
Daisy,Bowser Bruiser,12,8,11,9
Daisy,Reel Racer,12,9,9,10
Daisy,Lobster Roller,12,9,12,7
Daisy,Junkyard Hog,12,10,10,8
Daisy,Stellar Sled,13,7,11,9
Yoshi,Standard Bike,5,16,6,13
Yoshi,Cute Scoot,5,16,6,13
Yoshi,Tune Thumper,5,16,6,13
Yoshi,Rally Bike,6,15,6,13
Yoshi,Hyper Pipe,6,15,6,13
Yoshi,Fin Twin,6,15,6,13
Yoshi,Dolphin Dasher,6,15,6,13
Yoshi,Pipe Frame,6,15,7,12
Yoshi,Mach Rocket,7,14,6,13
Yoshi,R.O.B. H.O.G.,7,14,6,13
Yoshi,Biddybuggy,7,14,7,12
Yoshi,Baby Blooper,8,13,7,12
Yoshi,Loco Moto,8,13,7,12
Yoshi,Standard Kart,9,12,8,11
Yoshi,Plushbuggy,9,12,8,11
Yoshi,Blastronaut III,9,13,9,9
Yoshi,Dread Sled,10,10,9,11
Yoshi,Rally Kart,10,11,9,10
Yoshi,Zoom Buggy,10,11,9,10
Yoshi,Hot Rod,10,11,9,10
Yoshi,Ribbit Revster,10,11,9,10
Yoshi,Roadster Royale,10,11,9,10
Yoshi,B Dasher,10,11,9,10
Yoshi,Bumble V,10,11,9,10
Yoshi,Carpet Flyer,10,11,9,10
Yoshi,Cloud 9,10,11,9,10
Yoshi,Funky Dorrie,10,12,10,8
Yoshi,Big Horn,11,9,11,9
Yoshi,Billdozer,11,9,11,9
Yoshi,W-Twin Chopper,11,10,8,11
Yoshi,Rallygator,11,10,12,7
Yoshi,Chargin' Truck,12,8,11,9
Yoshi,Tiny Titan,12,8,11,9
Yoshi,Li'l Dumpy,12,8,11,9
Yoshi,Mecha Trike,12,8,11,9
Yoshi,Bowser Bruiser,12,8,11,9
Yoshi,Reel Racer,12,9,9,10
Yoshi,Lobster Roller,12,9,12,7
Yoshi,Junkyard Hog,12,10,10,8
Yoshi,Stellar Sled,13,7,11,9
Bowser Jr.,Standard Bike,5,16,6,13
Bowser Jr.,Cute Scoot,5,16,6,13
Bowser Jr.,Tune Thumper,5,16,6,13
Bowser Jr.,Rally Bike,6,15,6,13
Bowser Jr.,Hyper Pipe,6,15,6,13
Bowser Jr.,Fin Twin,6,15,6,13
Bowser Jr.,Dolphin Dasher,6,15,6,13
Bowser Jr.,Pipe Frame,6,15,7,12
Bowser Jr.,Mach Rocket,7,14,6,13
Bowser Jr.,R.O.B. H.O.G.,7,14,6,13
Bowser Jr.,Biddybuggy,7,14,7,12
Bowser Jr.,Baby Blooper,8,13,7,12
Bowser Jr.,Loco Moto,8,13,7,12
Bowser Jr.,Standard Kart,9,12,8,11
Bowser Jr.,Plushbuggy,9,12,8,11
Bowser Jr.,Blastronaut III,9,13,9,9
Bowser Jr.,Dread Sled,10,10,9,11
Bowser Jr.,Rally Kart,10,11,9,10
Bowser Jr.,Zoom Buggy,10,11,9,10
Bowser Jr.,Hot Rod,10,11,9,10
Bowser Jr.,Ribbit Revster,10,11,9,10
Bowser Jr.,Roadster Royale,10,11,9,10
Bowser Jr.,B Dasher,10,11,9,10
Bowser Jr.,Bumble V,10,11,9,10
Bowser Jr.,Carpet Flyer,10,11,9,10
Bowser Jr.,Cloud 9,10,11,9,10
Bowser Jr.,Funky Dorrie,10,12,10,8
Bowser Jr.,Big Horn,11,9,11,9
Bowser Jr.,Billdozer,11,9,11,9
Bowser Jr.,W-Twin Chopper,11,10,8,11
Bowser Jr.,Rallygator,11,10,12,7
Bowser Jr.,Chargin' Truck,12,8,11,9
Bowser Jr.,Tiny Titan,12,8,11,9
Bowser Jr.,Li'l Dumpy,12,8,11,9
Bowser Jr.,Mecha Trike,12,8,11,9
Bowser Jr.,Bowser Bruiser,12,8,11,9
Bowser Jr.,Reel Racer,12,9,9,10
Bowser Jr.,Lobster Roller,12,9,12,7
Bowser Jr.,Junkyard Hog,12,10,10,8
Bowser Jr.,Stellar Sled,13,7,11,9
Monty Mole,Standard Bike,5,16,6,13
Monty Mole,Cute Scoot,5,16,6,13
Monty Mole,Tune Thumper,5,16,6,13
Monty Mole,Rally Bike,6,15,6,13
Monty Mole,Hyper Pipe,6,15,6,13
Monty Mole,Fin Twin,6,15,6,13
Monty Mole,Dolphin Dasher,6,15,6,13
Monty Mole,Pipe Frame,6,15,7,12
Monty Mole,Mach Rocket,7,14,6,13
Monty Mole,R.O.B. H.O.G.,7,14,6,13
Monty Mole,Biddybuggy,7,14,7,12
Monty Mole,Baby Blooper,8,13,7,12
Monty Mole,Loco Moto,8,13,7,12
Monty Mole,Standard Kart,9,12,8,11
Monty Mole,Plushbuggy,9,12,8,11
Monty Mole,Blastronaut III,9,13,9,9
Monty Mole,Dread Sled,10,10,9,11
Monty Mole,Rally Kart,10,11,9,10
Monty Mole,Zoom Buggy,10,11,9,10
Monty Mole,Hot Rod,10,11,9,10
Monty Mole,Ribbit Revster,10,11,9,10
Monty Mole,Roadster Royale,10,11,9,10
Monty Mole,B Dasher,10,11,9,10
Monty Mole,Bumble V,10,11,9,10
Monty Mole,Carpet Flyer,10,11,9,10
Monty Mole,Cloud 9,10,11,9,10
Monty Mole,Funky Dorrie,10,12,10,8
Monty Mole,Big Horn,11,9,11,9
Monty Mole,Billdozer,11,9,11,9
Monty Mole,W-Twin Chopper,11,10,8,11
Monty Mole,Rallygator,11,10,12,7
Monty Mole,Chargin' Truck,12,8,11,9
Monty Mole,Tiny Titan,12,8,11,9
Monty Mole,Li'l Dumpy,12,8,11,9
Monty Mole,Mecha Trike,12,8,11,9
Monty Mole,Bowser Bruiser,12,8,11,9
Monty Mole,Reel Racer,12,9,9,10
Monty Mole,Lobster Roller,12,9,12,7
Monty Mole,Junkyard Hog,12,10,10,8
Monty Mole,Stellar Sled,13,7,11,9
Coin Coffer,Standard Bike,5,16,6,13
Coin Coffer,Cute Scoot,5,16,6,13
Coin Coffer,Tune Thumper,5,16,6,13
Coin Coffer,Rally Bike,6,15,6,13
Coin Coffer,Hyper Pipe,6,15,6,13
Coin Coffer,Fin Twin,6,15,6,13
Coin Coffer,Dolphin Dasher,6,15,6,13
Coin Coffer,Pipe Frame,6,15,7,12
Coin Coffer,Mach Rocket,7,14,6,13
Coin Coffer,R.O.B. H.O.G.,7,14,6,13
Coin Coffer,Biddybuggy,7,14,7,12
Coin Coffer,Baby Blooper,8,13,7,12
Coin Coffer,Loco Moto,8,13,7,12
Coin Coffer,Standard Kart,9,12,8,11
Coin Coffer,Plushbuggy,9,12,8,11
Coin Coffer,Blastronaut III,9,13,9,9
Coin Coffer,Dread Sled,10,10,9,11
Coin Coffer,Rally Kart,10,11,9,10
Coin Coffer,Zoom Buggy,10,11,9,10
Coin Coffer,Hot Rod,10,11,9,10
Coin Coffer,Ribbit Revster,10,11,9,10
Coin Coffer,Roadster Royale,10,11,9,10
Coin Coffer,B Dasher,10,11,9,10
Coin Coffer,Bumble V,10,11,9,10
Coin Coffer,Carpet Flyer,10,11,9,10
Coin Coffer,Cloud 9,10,11,9,10
Coin Coffer,Funky Dorrie,10,12,10,8
Coin Coffer,Big Horn,11,9,11,9
Coin Coffer,Billdozer,11,9,11,9
Coin Coffer,W-Twin Chopper,11,10,8,11
Coin Coffer,Rallygator,11,10,12,7
Coin Coffer,Chargin' Truck,12,8,11,9
Coin Coffer,Tiny Titan,12,8,11,9
Coin Coffer,Li'l Dumpy,12,8,11,9
Coin Coffer,Mecha Trike,12,8,11,9
Coin Coffer,Bowser Bruiser,12,8,11,9
Coin Coffer,Reel Racer,12,9,9,10
Coin Coffer,Lobster Roller,12,9,12,7
Coin Coffer,Junkyard Hog,12,10,10,8
Coin Coffer,Stellar Sled,13,7,11,9
Dolphin,Standard Bike,5,16,6,13
Dolphin,Cute Scoot,5,16,6,13
Dolphin,Tune Thumper,5,16,6,13
Dolphin,Rally Bike,6,15,6,13
Dolphin,Hyper Pipe,6,15,6,13
Dolphin,Fin Twin,6,15,6,13
Dolphin,Dolphin Dasher,6,15,6,13
Dolphin,Pipe Frame,6,15,7,12
Dolphin,Mach Rocket,7,14,6,13
Dolphin,R.O.B. H.O.G.,7,14,6,13
Dolphin,Biddybuggy,7,14,7,12
Dolphin,Baby Blooper,8,13,7,12
Dolphin,Loco Moto,8,13,7,12
Dolphin,Standard Kart,9,12,8,11
Dolphin,Plushbuggy,9,12,8,11
Dolphin,Blastronaut III,9,13,9,9
Dolphin,Dread Sled,10,10,9,11
Dolphin,Rally Kart,10,11,9,10
Dolphin,Zoom Buggy,10,11,9,10
Dolphin,Hot Rod,10,11,9,10
Dolphin,Ribbit Revster,10,11,9,10
Dolphin,Roadster Royale,10,11,9,10
Dolphin,B Dasher,10,11,9,10
Dolphin,Bumble V,10,11,9,10
Dolphin,Carpet Flyer,10,11,9,10
Dolphin,Cloud 9,10,11,9,10
Dolphin,Funky Dorrie,10,12,10,8
Dolphin,Big Horn,11,9,11,9
Dolphin,Billdozer,11,9,11,9
Dolphin,W-Twin Chopper,11,10,8,11
Dolphin,Rallygator,11,10,12,7
Dolphin,Chargin' Truck,12,8,11,9
Dolphin,Tiny Titan,12,8,11,9
Dolphin,Li'l Dumpy,12,8,11,9
Dolphin,Mecha Trike,12,8,11,9
Dolphin,Bowser Bruiser,12,8,11,9
Dolphin,Reel Racer,12,9,9,10
Dolphin,Lobster Roller,12,9,12,7
Dolphin,Junkyard Hog,12,10,10,8
Dolphin,Stellar Sled,13,7,11,9
Mario,Standard Bike,6,15,7,12
Mario,Cute Scoot,6,15,7,12
Mario,Tune Thumper,6,15,7,12
Mario,Rally Bike,7,14,7,12
Mario,Hyper Pipe,7,14,7,12
Mario,Fin Twin,7,14,7,12
Mario,Dolphin Dasher,7,14,7,12
Mario,Pipe Frame,7,14,8,11
Mario,Mach Rocket,8,13,7,12
Mario,R.O.B. H.O.G.,8,13,7,12
Mario,Biddybuggy,8,13,8,11
Mario,Baby Blooper,9,12,8,11
Mario,Loco Moto,9,12,8,11
Mario,Standard Kart,10,11,9,10
Mario,Plushbuggy,10,11,9,10
Mario,Blastronaut III,10,12,10,8
Mario,Dread Sled,11,9,10,10
Mario,Rally Kart,11,10,10,9
Mario,Zoom Buggy,11,10,10,9
Mario,Hot Rod,11,10,10,9
Mario,Ribbit Revster,11,10,10,9
Mario,Roadster Royale,11,10,10,9
Mario,B Dasher,11,10,10,9
Mario,Bumble V,11,10,10,9
Mario,Carpet Flyer,11,10,10,9
Mario,Cloud 9,11,10,10,9
Mario,Funky Dorrie,11,11,11,7
Mario,Big Horn,12,8,12,8
Mario,Billdozer,12,8,12,8
Mario,W-Twin Chopper,12,9,9,10
Mario,Rallygator,12,9,13,6
Mario,Chargin' Truck,13,7,12,8
Mario,Tiny Titan,13,7,12,8
Mario,Li'l Dumpy,13,7,12,8
Mario,Mecha Trike,13,7,12,8
Mario,Bowser Bruiser,13,7,12,8
Mario,Reel Racer,13,8,10,9
Mario,Lobster Roller,13,8,13,6
Mario,Junkyard Hog,13,9,11,7
Mario,Stellar Sled,14,6,12,8
Luigi,Standard Bike,6,15,7,12
Luigi,Cute Scoot,6,15,7,12
Luigi,Tune Thumper,6,15,7,12
Luigi,Rally Bike,7,14,7,12
Luigi,Hyper Pipe,7,14,7,12
Luigi,Fin Twin,7,14,7,12
Luigi,Dolphin Dasher,7,14,7,12
Luigi,Pipe Frame,7,14,8,11
Luigi,Mach Rocket,8,13,7,12
Luigi,R.O.B. H.O.G.,8,13,7,12
Luigi,Biddybuggy,8,13,8,11
Luigi,Baby Blooper,9,12,8,11
Luigi,Loco Moto,9,12,8,11
Luigi,Standard Kart,10,11,9,10
Luigi,Plushbuggy,10,11,9,10
Luigi,Blastronaut III,10,12,10,8
Luigi,Dread Sled,11,9,10,10
Luigi,Rally Kart,11,10,10,9
Luigi,Zoom Buggy,11,10,10,9
Luigi,Hot Rod,11,10,10,9
Luigi,Ribbit Revster,11,10,10,9
Luigi,Roadster Royale,11,10,10,9
Luigi,B Dasher,11,10,10,9
Luigi,Bumble V,11,10,10,9
Luigi,Carpet Flyer,11,10,10,9
Luigi,Cloud 9,11,10,10,9
Luigi,Funky Dorrie,11,11,11,7
Luigi,Big Horn,12,8,12,8
Luigi,Billdozer,12,8,12,8
Luigi,W-Twin Chopper,12,9,9,10
Luigi,Rallygator,12,9,13,6
Luigi,Chargin' Truck,13,7,12,8
Luigi,Tiny Titan,13,7,12,8
Luigi,Li'l Dumpy,13,7,12,8
Luigi,Mecha Trike,13,7,12,8
Luigi,Bowser Bruiser,13,7,12,8
Luigi,Reel Racer,13,8,10,9
Luigi,Lobster Roller,13,8,13,6
Luigi,Junkyard Hog,13,9,11,7
Luigi,Stellar Sled,14,6,12,8
Birdo,Standard Bike,6,15,7,12
Birdo,Cute Scoot,6,15,7,12
Birdo,Tune Thumper,6,15,7,12
Birdo,Rally Bike,7,14,7,12
Birdo,Hyper Pipe,7,14,7,12
Birdo,Fin Twin,7,14,7,12
Birdo,Dolphin Dasher,7,14,7,12
Birdo,Pipe Frame,7,14,8,11
Birdo,Mach Rocket,8,13,7,12
Birdo,R.O.B. H.O.G.,8,13,7,12
Birdo,Biddybuggy,8,13,8,11
Birdo,Baby Blooper,9,12,8,11
Birdo,Loco Moto,9,12,8,11
Birdo,Standard Kart,10,11,9,10
Birdo,Plushbuggy,10,11,9,10
Birdo,Blastronaut III,10,12,10,8
Birdo,Dread Sled,11,9,10,10
Birdo,Rally Kart,11,10,10,9
Birdo,Zoom Buggy,11,10,10,9
Birdo,Hot Rod,11,10,10,9
Birdo,Ribbit Revster,11,10,10,9
Birdo,Roadster Royale,11,10,10,9
Birdo,B Dasher,11,10,10,9
Birdo,Bumble V,11,10,10,9
Birdo,Carpet Flyer,11,10,10,9
Birdo,Cloud 9,11,10,10,9
Birdo,Funky Dorrie,11,11,11,7
Birdo,Big Horn,12,8,12,8
Birdo,Billdozer,12,8,12,8
Birdo,W-Twin Chopper,12,9,9,10
Birdo,Rallygator,12,9,13,6
Birdo,Chargin' Truck,13,7,12,8
Birdo,Tiny Titan,13,7,12,8
Birdo,Li'l Dumpy,13,7,12,8
Birdo,Mecha Trike,13,7,12,8
Birdo,Bowser Bruiser,13,7,12,8
Birdo,Reel Racer,13,8,10,9
Birdo,Lobster Roller,13,8,13,6
Birdo,Junkyard Hog,13,9,11,7
Birdo,Stellar Sled,14,6,12,8
Hammer Bro,Standard Bike,6,15,7,12
Hammer Bro,Cute Scoot,6,15,7,12
Hammer Bro,Tune Thumper,6,15,7,12
Hammer Bro,Rally Bike,7,14,7,12
Hammer Bro,Hyper Pipe,7,14,7,12
Hammer Bro,Fin Twin,7,14,7,12
Hammer Bro,Dolphin Dasher,7,14,7,12
Hammer Bro,Pipe Frame,7,14,8,11
Hammer Bro,Mach Rocket,8,13,7,12
Hammer Bro,R.O.B. H.O.G.,8,13,7,12
Hammer Bro,Biddybuggy,8,13,8,11
Hammer Bro,Baby Blooper,9,12,8,11
Hammer Bro,Loco Moto,9,12,8,11
Hammer Bro,Standard Kart,10,11,9,10
Hammer Bro,Plushbuggy,10,11,9,10
Hammer Bro,Blastronaut III,10,12,10,8
Hammer Bro,Dread Sled,11,9,10,10
Hammer Bro,Rally Kart,11,10,10,9
Hammer Bro,Zoom Buggy,11,10,10,9
Hammer Bro,Hot Rod,11,10,10,9
Hammer Bro,Ribbit Revster,11,10,10,9
Hammer Bro,Roadster Royale,11,10,10,9
Hammer Bro,B Dasher,11,10,10,9
Hammer Bro,Bumble V,11,10,10,9
Hammer Bro,Carpet Flyer,11,10,10,9
Hammer Bro,Cloud 9,11,10,10,9
Hammer Bro,Funky Dorrie,11,11,11,7
Hammer Bro,Big Horn,12,8,12,8
Hammer Bro,Billdozer,12,8,12,8
Hammer Bro,W-Twin Chopper,12,9,9,10
Hammer Bro,Rallygator,12,9,13,6
Hammer Bro,Chargin' Truck,13,7,12,8
Hammer Bro,Tiny Titan,13,7,12,8
Hammer Bro,Li'l Dumpy,13,7,12,8
Hammer Bro,Mecha Trike,13,7,12,8
Hammer Bro,Bowser Bruiser,13,7,12,8
Hammer Bro,Reel Racer,13,8,10,9
Hammer Bro,Lobster Roller,13,8,13,6
Hammer Bro,Junkyard Hog,13,9,11,7
Hammer Bro,Stellar Sled,14,6,12,8
Penguin,Standard Bike,6,15,7,12
Penguin,Cute Scoot,6,15,7,12
Penguin,Tune Thumper,6,15,7,12
Penguin,Rally Bike,7,14,7,12
Penguin,Hyper Pipe,7,14,7,12
Penguin,Fin Twin,7,14,7,12
Penguin,Dolphin Dasher,7,14,7,12
Penguin,Pipe Frame,7,14,8,11
Penguin,Mach Rocket,8,13,7,12
Penguin,R.O.B. H.O.G.,8,13,7,12
Penguin,Biddybuggy,8,13,8,11
Penguin,Baby Blooper,9,12,8,11
Penguin,Loco Moto,9,12,8,11
Penguin,Standard Kart,10,11,9,10
Penguin,Plushbuggy,10,11,9,10
Penguin,Blastronaut III,10,12,10,8
Penguin,Dread Sled,11,9,10,10
Penguin,Rally Kart,11,10,10,9
Penguin,Zoom Buggy,11,10,10,9
Penguin,Hot Rod,11,10,10,9
Penguin,Ribbit Revster,11,10,10,9
Penguin,Roadster Royale,11,10,10,9
Penguin,B Dasher,11,10,10,9
Penguin,Bumble V,11,10,10,9
Penguin,Carpet Flyer,11,10,10,9
Penguin,Cloud 9,11,10,10,9
Penguin,Funky Dorrie,11,11,11,7
Penguin,Big Horn,12,8,12,8
Penguin,Billdozer,12,8,12,8
Penguin,W-Twin Chopper,12,9,9,10
Penguin,Rallygator,12,9,13,6
Penguin,Chargin' Truck,13,7,12,8
Penguin,Tiny Titan,13,7,12,8
Penguin,Li'l Dumpy,13,7,12,8
Penguin,Mecha Trike,13,7,12,8
Penguin,Bowser Bruiser,13,7,12,8
Penguin,Reel Racer,13,8,10,9
Penguin,Lobster Roller,13,8,13,6
Penguin,Junkyard Hog,13,9,11,7
Penguin,Stellar Sled,14,6,12,8
Rocky Wrench,Standard Bike,6,15,7,12
Rocky Wrench,Cute Scoot,6,15,7,12
Rocky Wrench,Tune Thumper,6,15,7,12
Rocky Wrench,Rally Bike,7,14,7,12
Rocky Wrench,Hyper Pipe,7,14,7,12
Rocky Wrench,Fin Twin,7,14,7,12
Rocky Wrench,Dolphin Dasher,7,14,7,12
Rocky Wrench,Pipe Frame,7,14,8,11
Rocky Wrench,Mach Rocket,8,13,7,12
Rocky Wrench,R.O.B. H.O.G.,8,13,7,12
Rocky Wrench,Biddybuggy,8,13,8,11
Rocky Wrench,Baby Blooper,9,12,8,11
Rocky Wrench,Loco Moto,9,12,8,11
Rocky Wrench,Standard Kart,10,11,9,10
Rocky Wrench,Plushbuggy,10,11,9,10
Rocky Wrench,Blastronaut III,10,12,10,8
Rocky Wrench,Dread Sled,11,9,10,10
Rocky Wrench,Rally Kart,11,10,10,9
Rocky Wrench,Zoom Buggy,11,10,10,9
Rocky Wrench,Hot Rod,11,10,10,9
Rocky Wrench,Ribbit Revster,11,10,10,9
Rocky Wrench,Roadster Royale,11,10,10,9
Rocky Wrench,B Dasher,11,10,10,9
Rocky Wrench,Bumble V,11,10,10,9
Rocky Wrench,Carpet Flyer,11,10,10,9
Rocky Wrench,Cloud 9,11,10,10,9
Rocky Wrench,Funky Dorrie,11,11,11,7
Rocky Wrench,Big Horn,12,8,12,8
Rocky Wrench,Billdozer,12,8,12,8
Rocky Wrench,W-Twin Chopper,12,9,9,10
Rocky Wrench,Rallygator,12,9,13,6
Rocky Wrench,Chargin' Truck,13,7,12,8
Rocky Wrench,Tiny Titan,13,7,12,8
Rocky Wrench,Li'l Dumpy,13,7,12,8
Rocky Wrench,Mecha Trike,13,7,12,8
Rocky Wrench,Bowser Bruiser,13,7,12,8
Rocky Wrench,Reel Racer,13,8,10,9
Rocky Wrench,Lobster Roller,13,8,13,6
Rocky Wrench,Junkyard Hog,13,9,11,7
Rocky Wrench,Stellar Sled,14,6,12,8
Pokey,Standard Bike,6,15,7,12
Pokey,Cute Scoot,6,15,7,12
Pokey,Tune Thumper,6,15,7,12
Pokey,Rally Bike,7,14,7,12
Pokey,Hyper Pipe,7,14,7,12
Pokey,Fin Twin,7,14,7,12
Pokey,Dolphin Dasher,7,14,7,12
Pokey,Pipe Frame,7,14,8,11
Pokey,Mach Rocket,8,13,7,12
Pokey,R.O.B. H.O.G.,8,13,7,12
Pokey,Biddybuggy,8,13,8,11
Pokey,Baby Blooper,9,12,8,11
Pokey,Loco Moto,9,12,8,11
Pokey,Standard Kart,10,11,9,10
Pokey,Plushbuggy,10,11,9,10
Pokey,Blastronaut III,10,12,10,8
Pokey,Dread Sled,11,9,10,10
Pokey,Rally Kart,11,10,10,9
Pokey,Zoom Buggy,11,10,10,9
Pokey,Hot Rod,11,10,10,9
Pokey,Ribbit Revster,11,10,10,9
Pokey,Roadster Royale,11,10,10,9
Pokey,B Dasher,11,10,10,9
Pokey,Bumble V,11,10,10,9
Pokey,Carpet Flyer,11,10,10,9
Pokey,Cloud 9,11,10,10,9
Pokey,Funky Dorrie,11,11,11,7
Pokey,Big Horn,12,8,12,8
Pokey,Billdozer,12,8,12,8
Pokey,W-Twin Chopper,12,9,9,10
Pokey,Rallygator,12,9,13,6
Pokey,Chargin' Truck,13,7,12,8
Pokey,Tiny Titan,13,7,12,8
Pokey,Li'l Dumpy,13,7,12,8
Pokey,Mecha Trike,13,7,12,8
Pokey,Bowser Bruiser,13,7,12,8
Pokey,Reel Racer,13,8,10,9
Pokey,Lobster Roller,13,8,13,6
Pokey,Junkyard Hog,13,9,11,7
Pokey,Stellar Sled,14,6,12,8
Rosalina,Standard Bike,7,14,8,11
Rosalina,Cute Scoot,7,14,8,11
Rosalina,Tune Thumper,7,14,8,11
Rosalina,Rally Bike,8,13,8,11
Rosalina,Hyper Pipe,8,13,8,11
Rosalina,Fin Twin,8,13,8,11
Rosalina,Dolphin Dasher,8,13,8,11
Rosalina,Pipe Frame,8,13,9,10
Rosalina,Mach Rocket,9,12,8,11
Rosalina,R.O.B. H.O.G.,9,12,8,11
